technischer Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name Planungsraum;anrechenbar Grünflächenversorgung
00008100:0016cfc3;70596;Pankow;Prenzlauer Berg;Grünanlage;Storkower Str. hinter 26-90;Kniprodestr. neben 96;-;-;12703;gewidmet;3061429;Greifswalder Straße;0
00008100:0016cde0;245;Pankow;Niederschönhausen;Grünanlage;Schönholzer Heide;-;-;-;400004;gewidmet;3040513;Schönholz;1
00008100:0016d0de;774;Pankow;Pankow;Grünanlage;Dolomitenstr. 9-39/ Esplanade;-;-;-;4579;gewidmet;3040818;Pankow-Süd;0
00008100:0016cdbc;469;Pankow;Französisch Buchholz;Grünanlage;Parkstr. 24,26,28/ Eddastr.;Lausepark;-;-;10456;gewidmet;3020307;Buchholz;1
00008100:0016cf52;78561;Pankow;Blankenburg;Grünanlage;Heinersdorfer Str. hinter 14-22;Blankenburger Feldgraben;-;-;10401;gewidmet;3030711;Blankenburg;1
00008100:0016cfbe;70573;Pankow;Prenzlauer Berg;Grünanlage;Fröbelplatz;-;-;2019;9166;gewidmet;3071633;Thälmannpark;1
00008100:0016d31c;70271;Pankow;Blankenburg;Grünanlage;Anlage Blankenburg - Feuchtwiese;-;-;-;13087;gewidmet;3030711;Blankenburg;1
00008100:000a2ff4;158;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Lietzenseepark / Nord;-;1824;1922;59535;gewidmet;4030724;Lietzensee;1
00008100:000a30bc;51;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Bernhard-Wieck-Promenade - Grünanlage;-;1960;1988;3338;gewidmet;4041135;Hundekehle;0
00008100:000a3164;18;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Rudolstädter Str. 70/ Berliner Str. - GA;Grünzug;-;-;2665;gewidmet;4051549;Rathaus Wilmersdorf;0
00008100:000a2ffd;142;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Tegeler Weg - Grünanlage;Bonhoefferufer bis Bhf. Jungfernheide;-;-;7696;gewidmet;4030518;Tegeler Weg;0
00008100:000a3007;206;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;Grünanlage;Siemensdamm /Letterhausweg - Grünanlage;Grünanlage westl. Letterhausweg;-;-;6804;gewidmet;4010101;Jungfernheide;1
00008100:000a301f;196;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Richard-Wagner-Str. / Krummestr. - GA;Grünanlage am Stadtbad;-;-;6554;gewidmet;4030622;Richard-Wagner-Straße;1
00008100:0016cdbd;226;Pankow;Niederschönhausen;Grünanlage;Kuckhoffstr. 36;Intelligenzsiedlung;-;-;4152;gewidmet;3020209;Niederschönhausen;0
00008100:0016d083;77850;Pankow;Heinersdorf;Grünanlage;Am Steinberg - Grünanlage am Teich;KGA Freies Land;-;-;1184;gewidmet;3030715;Heinersdorf;0
00008100:0016cdb0;397;Pankow;Buch;Grünanlage;Theodor-Brugsch-Str.;-;-;-;5479;gewidmet;3010102;Buch;1
00008100:0016d0d3;735;Pankow;Blankenfelde;Grünanlage;Rosenthaler Weg/ Blankenfelder Str.;Retentionsbecken, Buchholz-West;-;-;31427;gewidmet;3020203;Blankenfelde;1
00008100:0016cddf;399;Pankow;Französisch Buchholz;Grünanlage;Blankenburger Weg, Kippe;-;-;-;11788;gewidmet;3040614;Pankow-Zentrum;1
00008100:0016cdf5;786;Pankow;Blankenfelde;Grünanlage;nördl. Feldmark Blankenfelde I;-;-;-;109664;-;3020203;Blankenfelde;1
00008100:000a2fef;154;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Kuno-Fischer-Platz - Grünanlage;-;1912;1930;4066;gewidmet;4030724;Lietzensee;1
00008100:000a3196;664;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;Grünanlage;Charlottenburg Nord - Paul-Hertz-S. - GA;Grünzug U-Bahntrasse;-;-;5490;gewidmet;4010103;Paul-Hertz-Siedlung;0
00008100:000a30b6;39;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Douglasstr. 7 / Fontanestr. 15;Villa Harteneck;1912;1985;8262;gewidmet;4041135;Hundekehle;1
00008100:000a3019;197;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Lüdtgeweg - Grünanlage;-;1994;-;1451;gewidmet;4030620;Alt-Lietzow;1
00008100:000a3194;564;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Darwinstr. 2/Goslarer Ufer 1E;Spreeuferanlage;-;-;1243;gewidmet;4030519;Kaiserin-Augusta-Allee;1
00008100:000a300b;5733;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Shakespeareplatz - Grünanlage;-;-;-;1776;gewidmet;4030827;Karl-August-Platz;0
00008100:000a3027;7030;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Karl-August-Platz - Grünanlage;-;-;-;5920;gewidmet;4030827;Karl-August-Platz;1
00008100:0016d0e8;729;Pankow;Blankenfelde;Grünanlage;Schildower Str./ Birnbaumring 92;-;-;-;26514;gewidmet;3020203;Blankenfelde;1
00008100:0016ce55;70136;Pankow;Karow;Grünanlage;Upstallgraben;Frundsbergstr. neben 32;-;-;193;-;3030406;Alt-Karow;0
00008100:0016cea1;70182;Pankow;Karow;Grünanlage;Danewendplatz;-;-;-;3855;gewidmet;3030406;Alt-Karow;0
00008100:0016d014;70600;Pankow;Prenzlauer Berg;Grünanlage;Syringenplatz;-;-;-;8299;gewidmet;3061430;Volkspark Prenzlauer Berg;1
00008100:0016d41c;70879;Pankow;Prenzlauer Berg;Grünanlage;Wasserturmplatz;Diedenhofer-/Belforter-/Knaack-/Kolmarer;-;2006;13184;gewidmet;3071537;Kollwitzplatz;1
00008100:0016cddb;382;Pankow;Pankow;Grünanlage;Vesaliusstr.;südöstlich der Kaufhalle;-;-;6386;gewidmet;3040614;Pankow-Zentrum;1
00008100:0016cef2;70138;Pankow;Heinersdorf;Grünanlage;Schmöckpfuhlgrabengrünzug;-;-;-;80112;gewidmet;3030715;Heinersdorf;1
00008100:000a302c;137;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Goslarer Platz - Grünanlage;-;-;-;7535;gewidmet;4030519;Kaiserin-Augusta-Allee;1
00008100:000a3152;613;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Fürstenplatz - Grünanlage;-;-;2001;5631;gewidmet;4020311;Reichsstraße;1
00008100:000a2ffc;159;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Erwin-Barth-Platz (Kaiserdammdreieck)-GA;Wundt-/Soph.-Charl.-Str/Kaiserdamm;-;-;4031;gewidmet;4030724;Lietzensee;1
00008100:000a2ffe;177;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Havelchaussee 150 - Stößenseebrücke - GA;nördl. der Heerstr.;-;-;1912;gewidmet;4020206;Angerburger Allee;0
00008100:0016ce8c;70137;Pankow;Blankenburg;Grünanlage;Am Schmöckpfuhlgraben;Langer Hals;-;-;5422;gewidmet;3030715;Heinersdorf;1
00008100:0016cdd2;188;Pankow;Niederschönhausen;Grünanlage;Karower-/ E.-Christinen-Str.;-;1998;-;1489;gewidmet;3040614;Pankow-Zentrum;0
00008100:0016d241;686;Pankow;Französisch Buchholz;Grünanlage;Bucher Str. Hundeübungsplatz;zw. Eisenbahntrasse u. A 114;-;-;19568;gewidmet;3010104;Lietzengraben;0
00008100:0016d3e3;866;Pankow;Blankenfelde;Grünanlage;Am Koppelgraben;Buchholzer Straße;-;-;2392;-;3020203;Blankenfelde;0
00008100:0016cdae;433;Pankow;Buch;Grünanlage;Walter-Friedrich-Str. vor 39-57;-;-;-;460;gewidmet;3010102;Buch;0
00008100:0016ce2e;70185;Pankow;Karow;Grünanlage;Bucher Chaussee/ Siedlungsring;Grünzug Siedlungsring;-;-;7139;gewidmet;3030405;Karow-Nord;1
00008100:0016d3ec;860;Pankow;Buch;Grünanlage;Am Posseberg I;Gewerbegebiet Pankow Nord;-;-;165056;gewidmet;3010104;Lietzengraben;0
00008100:0016d231;906;Pankow;Französisch Buchholz;Grünanlage;Schönerlinder Str. östl. III;zw. A 10 und Eisenbahntrasse;-;-;135542;künftige Widmung;3010104;Lietzengraben;0
00008100:000a3010;146;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Charlottenburger Ufer - Grünanlage;Grünzug an der Spree;-;-;6932;gewidmet;4030620;Alt-Lietzow;1
00008100:000a31ce;16;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Wilhelmsaue - Mittelpromenade;Grünanlage;1985;-;5105;gewidmet;4051654;Wilhelmsaue;0
00008100:000a31cf;3;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Konstanzer Str. 24 - Grünanlage;-;-;-;1117;gewidmet;4051445;Eisenzahnstraße;0
00008100:0016d420;70874;Pankow;Prenzlauer Berg;Grünanlage;Kniprodestr./ Storkower Str. 108;-;-;-;843;gewidmet;3061430;Volkspark Prenzlauer Berg;0
00008100:0016cde6;5;Pankow;Niederschönhausen;Grünanlage;Heinrich-Mann-Str. neben 42;Erich-Weinert-Gedenkstätte;-;-;348;gewidmet;3040513;Schönholz;0
00008100:0016d314;70595;Pankow;Karow;Grünanlage;neben Str. 40/ Upstallgraben;-;-;-;2969;gewidmet;3030406;Alt-Karow;0
00008100:0016d244;70852;Pankow;Prenzlauer Berg;Grünanlage;Kniprodestr.vor dem Jüd.Friedhof;Gehölzfläche;-;-;4404;gewidmet;3061429;Greifswalder Straße;0
00008100:0016d080;880;Pankow;Pankow;Grünanlage;Florastr. 87;-;2005;-;233;gewidmet;3040614;Pankow-Zentrum;0
00008100:0016cfb1;70500;Pankow;Stadtrandsiedlung Malchow;Grünanlage;Stadtrandpark Neue Wiesen;-;1998;-;126047;gewidmet;3030716;Märchenland;1
00008100:0016ce9f;70172;Pankow;Weißensee;Grünanlage;Brodenbacher Weg 31 Grünanlage;Liebermannstr./ Piesporter Str.;-;-;3636;gewidmet;3051021;Buschallee;0
00008100:0016cdfd;70116;Pankow;Weißensee;Grünanlage;Solonplatz;-;1999;-;1981;gewidmet;3050925;Komponistenviertel Weißensee;0
00008100:000a300f;147;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Iburger Ufer - Grünanlage;Grünzug an der Spree;-;-;14414;gewidmet;4030620;Alt-Lietzow;1
00008100:000a3161;8;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Olivaer Platz - Grünanlage;-;-;-;7533;gewidmet;4051446;Preußenpark;1
00008100:000a30d3;26;Charlottenburg-Wilmersdorf;Schmargendorf;Grünanlage;Carl-Ludwig-Schleich-Promenade;Grünanlage;1978;1986;7374;gewidmet;4041137;Flinsberger Platz;1
00008100:000a30f6;52;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Friedenthalpark;Halenseestr. 11 (ehem. Halenseepark);-;-;29425;gewidmet;4041134;Bismarckallee;1
00008100:000a3162;20;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Eberbacher Str. - Mittelpromenade;Grünanlage;-;-;507;gewidmet;4041343;Binger Straße;0
00008100:0016cdc9;65;Pankow;Pankow;Grünanlage;Thulestr. 69 - 73;Prenzlauer Promenade/Eschengraben;-;-;7485;gewidmet;3040818;Pankow-Süd;1
00008100:0016cfc4;70597;Pankow;Prenzlauer Berg;Grünanlage;Storkower Platz;-;-;-;2231;gewidmet;3061429;Greifswalder Straße;0
00008100:0016ce50;70203;Pankow;Weißensee;Grünanlage;Else-Jahn-Str. 39;-;-;-;939;gewidmet;3051022;Hansastraße;1
00008100:0016ce67;70204;Pankow;Weißensee;Grünanlage;Sulzfelder Str. 8-14;-;-;-;1034;gewidmet;3051022;Hansastraße;1
00008100:0016d377;70841;Pankow;Prenzlauer Berg;Grünanlage;Greifswalder Str. vor 118-121;zw. Michelangelostr. und Gürtelstr.;-;-;7664;gewidmet;3061429;Greifswalder Straße;0
00008100:0016cf4f;826;Pankow;Französisch Buchholz;Grünanlage;Jean-Calas-Weg neben Nr. 19;Gründreieck mit Holzpodest;-;-;1140;gewidmet;3020307;Buchholz;0
00008100:0016cef8;858;Pankow;Französisch Buchholz;Grünanlage;Zeuschelstr. neben 125;-;-;-;2025;gewidmet;3020307;Buchholz;0
00008100:0016cdef;70126;Pankow;Blankenburg;Grünanlage;Alt-Blankenburg;Dorfanger;-;-;1034;gewidmet;3030711;Blankenburg;0
00008100:000a3344;842;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Volkspark Wilmersdorf - Fennseeanlage;Rudolstädter Str. bis Blissestr.;-;-;51679;gewidmet;4051549;Rathaus Wilmersdorf;1
00008100:000a30c2;48;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Johannaplatz - Grünanlage;-;-;-;6019;gewidmet;4041134;Bismarckallee;0
00008100:000a31bf;21;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Rüdesheimer Platz - Grünanlage;-;-;-;6381;gewidmet;4041344;Rüdesheimer Platz;1
00008100:000a313c;1134;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Am Spreebord - Grünanlage;Uferstreifen (ehem. Ladestr.);2006;-;11082;gewidmet;4030519;Kaiserin-Augusta-Allee;1
00008100:0016cec9;70147;Pankow;Blankenburg;Grünanlage;An der Laake 2;Freischützstraße;-;-;1118;gewidmet;3030711;Blankenburg;0
00008100:0016cfb5;70553;Pankow;Prenzlauer Berg;Grünanlage;Topsstr.;-;-;-;5924;gewidmet;3061131;Falkplatz;0
00008100:0016cdd8;164;Pankow;Pankow;Grünanlage;Elisabethweg 1;-;-;-;3146;gewidmet;3040614;Pankow-Zentrum;1
00008100:0016ceb4;70145;Pankow;Blankenburg;Grünanlage;An der Laake 1;Laake Grünzug;-;-;20801;gewidmet;3030711;Blankenburg;1
00008100:0016cdea;70129;Pankow;Karow;Grünanlage;Am Teichberg / Str. 42;-;-;-;24012;gewidmet;3030406;Alt-Karow;1
00008100:0016d109;794;Pankow;Rosenthal;Grünanlage;Mönchmühler Str. nördl. 6D, 6E;-;-;-;1409;-;3040508;Rosenthal;0
00008100:000a3016;194;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Spreebogen - Grünanlage;Kucharskistr. 5;-;-;22729;gewidmet;4030621;Spreestadt;1
00008100:000a32c7;1114;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Hannah-Karminski-Str. - Grünanlage;Spreeuferanlage;2005;-;4066;gewidmet;4030621;Spreestadt;1
00008100:000a3065;140;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Ruhwaldhöhenweg/Fürstenbrunner Weg 81 GA;Grünanlage;-;-;18909;gewidmet;4020310;Park Ruhwald;1
00008100:000a3325;872;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Danckelmannstr. 16 - Grünanlage;Block 128;-;-;4145;gewidmet;4030416;Klausenerplatz;1
00008100:000a2ff1;145;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Spandauer Damm 268 / Ruhwaldweg - GA;Grünanlage am Spandauer Bock;-;-;15866;gewidmet;4020310;Park Ruhwald;1
00008100:0016d115;801;Pankow;Französisch Buchholz;Grünanlage;Mazetstr. - Grünzug;-;-;-;4028;gewidmet;3020307;Buchholz;0
00008100:0016d17d;70809;Pankow;Prenzlauer Berg;Grünanlage;Diesterweg-/ Danziger-/ Ella-Kay-Str.;südl. Diesterwegstr. 10;-;-;8853;gewidmet;3071633;Thälmannpark;1
00008100:0016d128;800;Pankow;Französisch Buchholz;Grünanlage;Rosenthaler Weg/Blaubeerweg;-;-;-;1510;gewidmet;3020307;Buchholz;1
00008100:0016d06c;444;Pankow;Französisch Buchholz;Grünanlage;Pasewalker Str./Schmöckpfuhlgraben;An der Löffelbrücke;-;-;3208;-;3040614;Pankow-Zentrum;0
00008100:0016cfcc;70561;Pankow;Prenzlauer Berg;Grünanlage;Preußstr. neben 5, 6, 7;Lisztplatz;-;-;1595;gewidmet;3061228;Erich-Weinert-Straße;0
00008100:0016cdc3;243;Pankow;Wilhelmsruh;Grünanlage;Garibaldistr. 44;Garibaldipark;-;-;4716;gewidmet;3040512;Wilhelmsruh;1
00008100:0016ce70;70195;Pankow;Weißensee;Grünanlage;Große Seestr. 95;zw. Nr. 96 u. Nr. 16a;-;-;630;gewidmet;3050919;Gustav-Adolf-Straße;0
00008100:0016d247;70849;Pankow;Prenzlauer Berg;Grünanlage;Pieskower Weg 39;Randgrün - Schule;-;-;1674;gewidmet;3061429;Greifswalder Straße;1
00008100:0016d315;70576;Pankow;Blankenburg;Grünanlage;Kiebitzweg;-;-;-;7831;gewidmet;3030711;Blankenburg;1
00008100:000a314e;578;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Alt-Lietzow - Grünanlage;Mittelinsel;-;-;3742;gewidmet;4030620;Alt-Lietzow;0
00008100:000a2feb;153;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Sophie-Charlotten-Platz - Grünanlage;-;-;-;2959;gewidmet;4030417;Schloßstraße;0
00008100:000a30ac;108;Charlottenburg-Wilmersdorf;Schmargendorf;Grünanlage;Forckenbeckstr. - Aufhaltebecken;Grünanlage  (Aufhaltebecken);-;-;21292;gewidmet;4041238;Kissinger Straße;1
00008100:0022a69d;144;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Lietzenseepark / Süd;-;-;-;31805;gewidmet;4030724;Lietzensee;1
00008100:0016d0ca;700;Pankow;Buch;Grünanlage;Wolfgang-Heinz-Str. südl. 45;Ernst-Busch-Str. 25;-;-;6312;gewidmet;3010102;Buch;1
00008100:0016d374;70842;Pankow;Prenzlauer Berg;Grünanlage;Kniprodestr./ Michelangelostr.;Hanns-Eisler-Str. 93;-;-;26087;gewidmet;3061429;Greifswalder Straße;0
00008100:0016cdb3;275;Pankow;Französisch Buchholz;Grünanlage;Löffelbrücke bis Bahnhofstraße;Pankewanderweg;-;-;8019;gewidmet;3040614;Pankow-Zentrum;1
00008100:0016cfb2;70503;Pankow;Weißensee;Grünanlage;Goldfischteich;Werner-Klemke-Park;1999;-;11617;gewidmet;3050920;Weißer See;1
00008100:0016cfe8;70570;Pankow;Prenzlauer Berg;Grünanlage;Prenzlauer Allee/ Ostseestr.;Erich-Weinert-Park;-;2019;8472;gewidmet;3061228;Erich-Weinert-Straße;1
00008100:0016cf21;79503;Pankow;Prenzlauer Berg;Grünanlage;"""Bornholm I"" - Randgrün";-;-;-;12;-;3061126;Arnimplatz;-
00008100:000a3125;1159;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Spreeuferweg / Tiefer Grund;nördl. Kol. Tiefer Grund II;-;-;1090;künftige Widmung;4020310;Park Ruhwald;0
00008100:000a3023;168;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Karolingerplatz - Grünanlage;-;1913;1959;6483;gewidmet;4020311;Reichsstraße;1
00008100:0016cdb1;408;Pankow;Buch;Grünanlage;Walter-Friedrich-Str.;Am Pumpenhaus;-;-;2727;gewidmet;3010102;Buch;0
00008100:0016d0c5;713;Pankow;Buch;Grünanlage;Lietzengrabenniederung I;östlich Schönerlinder Str.;-;-;62766;-;3010101;Bucher Forst;0
00008100:0016ce4e;70168;Pankow;Karow;Grünanlage;Am Rübländer Graben;Am Auepark;-;-;2237;künftige Widmung;3030405;Karow-Nord;1
00008100:0016cdff;784;Pankow;Blankenfelde;Grünanlage;Möllersfelde I;-;-;-;67803;-;3020203;Blankenfelde;1
00008100:0016ce22;70120;Pankow;Karow;Grünanlage;Amselstr.;"GLB ""Wiesen am Rübländer Graben""";-;-;3149;gewidmet;3030406;Alt-Karow;0
00008100:0016d0eb;344;Pankow;Niederschönhausen;Grünanlage;Schlosspark Schönhausen - Innerer Teil;-;-;-;77309;gewidmet;3040614;Pankow-Zentrum;1
00008100:0016cf57;889;Pankow;Buch;Grünanlage;nördliche Feldmark Lindenhof I;westlich Schönerlinder Str.;-;-;24164;-;3010101;Bucher Forst;0
00008100:0016d01a;70605;Pankow;Prenzlauer Berg;Grünanlage;Kollwitzplatz;-;-;-;5936;gewidmet;3071537;Kollwitzplatz;1
00008100:0016cdd7;167;Pankow;Niederschönhausen;Grünanlage;Lindenberger Str. neben 24;-;-;-;3714;gewidmet;3040614;Pankow-Zentrum;0
00008100:0016cfd3;70575;Pankow;Prenzlauer Berg;Grünanlage;Humannplatz;-;-;2012;14912;gewidmet;3061227;Humannplatz;1
00008100:000a300e;160;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Savignyplatz - Grünanlage;-;-;-;5341;gewidmet;4030828;Savignyplatz;0
00008100:000a3109;1206;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Stuttgarter Platz - GA;ggb. 001-011, Wilmersdorfer bis Lewisham;2011;-;6067;gewidmet;4030827;Karl-August-Platz;0
00008100:000a3009;166;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Kracauerplatz - Grünanlage;ehem. Holtzendorffplatz;-;-;1587;gewidmet;4030726;Droysenstraße;0
00008100:0016ce75;70206;Pankow;Karow;Grünanlage;Münchehagenstr.;Wäldchen nördlich Hentzeweg;-;-;5733;gewidmet;3030405;Karow-Nord;1
00008100:0016ce56;70213;Pankow;Karow;Grünanlage;Bedeweg / Achillesstr. / Ingwäonenweg;Park an den Käsematten;-;-;14785;gewidmet;3030405;Karow-Nord;1
00008100:0016ceb6;70165;Pankow;Karow;Grünanlage;Strömannstr.;ehemals an der Straße 56;-;-;2485;gewidmet;3030406;Alt-Karow;0
00008100:0016cdf3;70131;Pankow;Stadtrandsiedlung Malchow;Grünanlage;Westl. Str. von Malchow nach Lindenberg;-;-;-;14525;gewidmet;3030716;Märchenland;1
00008100:0016ce61;70166;Pankow;Karow;Grünanlage;Blankenburger Chaussee hinter 10 und 13;Am Upstallgraben IV;-;-;305;gewidmet;3030406;Alt-Karow;0
00008100:0016ce17;782;Pankow;Buch;Grünanlage;Pölnitzwiesen I;Pankegrünzug;-;-;33357;gewidmet;3010102;Buch;1
00008100:0016ce19;403;Pankow;Buch;Grünanlage;Ernst-Ludwig-Heim-Str.;Gehölzstreifen am Delbrück-Centrum;-;-;3041;gewidmet;3010102;Buch;0
00008100:0016cfb8;842;Pankow;Französisch Buchholz;Grünanlage;Kalvinistenweg;Grünstreifen;-;-;6680;gewidmet;3020307;Buchholz;1
00008100:0016cfea;70565;Pankow;Prenzlauer Berg;Grünanlage;Prenzlauer Allee/ Danziger Str.;Springbrunnen Schirmkinder;-;-;950;gewidmet;3071633;Thälmannpark;0
00008100:0016cde1;400;Pankow;Französisch Buchholz;Grünanlage;"Zwischen Panke u. KGA ""Blankenburg""";Wiese an d.Teichgaststätte, Pankewanderw;-;-;9155;gewidmet;3040614;Pankow-Zentrum;1
00008100:000a30f3;65;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Robert-Stolz-Anlage;Grünanlage;-;-;11270;gewidmet;4041135;Hundekehle;1
00008100:000a3025;176;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Kühler Weg - Grünanlage;Wäldchen zw. Maikäferpfad u. Alte Allee;-;-;26903;gewidmet;4020209;Eichkamp;1
00008100:0016cf4d;804;Pankow;Französisch Buchholz;Grünanlage;Jean-Calas-Weg gegenüber Nr. 33;-;-;-;5633;gewidmet;3020307;Buchholz;1
00008100:0016d12d;803;Pankow;Französisch Buchholz;Grünanlage;Arnouxstr.;-;-;-;1329;gewidmet;3020307;Buchholz;0
00008100:0016ce4d;70140;Pankow;Karow;Grünanlage;Am Siedlungsring/ Kappgrabengrünzug;-;-;-;39312;gewidmet;3030405;Karow-Nord;1
00008100:0016cecb;70191;Pankow;Karow;Grünanlage;Haduweg (Arboretum);Zum Kappgraben;-;-;18372;gewidmet;3030405;Karow-Nord;1
00008100:0016ce3f;70201;Pankow;Heinersdorf;Grünanlage;Sleipnerplatz;-;-;-;3895;gewidmet;3030715;Heinersdorf;0
00008100:0016cdd0;291;Pankow;Pankow;Grünanlage;Andreas-Hofer-Platz;-;-;-;22397;gewidmet;3040818;Pankow-Süd;1
00008100:0016d183;70802;Pankow;Prenzlauer Berg;Grünanlage;Mauerpark;-;1994;-;74793;gewidmet;3061131;Falkplatz;1
00008100:0016d07d;77862;Pankow;Prenzlauer Berg;Grünanlage;Blankensteinpark;Richard-Ermisch-Str.;2005;-;36241;gewidmet;3061441;Eldenaer Straße;1
00008100:000a2fff;138;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Sömmeringstr. 005 - Grünanlage;Österreichpark;-;-;20430;gewidmet;4030519;Kaiserin-Augusta-Allee;1
00008100:0016d316;70556;Pankow;Blankenburg;Grünanlage;Mörderberg;-;-;-;36305;gewidmet;3030711;Blankenburg;1
00008100:0016cde4;60;Pankow;Pankow;Grünanlage;Wisbyer Platz;Wisbyer 56-58, Baumbach- 1-2, Kurze Str.;-;-;4883;gewidmet;3040818;Pankow-Süd;0
00008100:0016d313;912;Pankow;Rosenthal;Grünanlage;Kastanienallee hinter 29A;-;-;-;715;-;3020209;Niederschönhausen;0
00008100:0016ceb7;70207;Pankow;Karow;Grünanlage;Schmiedebankplatz;-;-;-;5126;gewidmet;3030405;Karow-Nord;1
00008100:0016cf46;851;Pankow;Karow;Grünanlage;Alt-Karow 30;-;-;-;6821;gewidmet;3030406;Alt-Karow;1
00008100:0016d372;70844;Pankow;Prenzlauer Berg;Grünanlage;Einsteinstr. vor 16A - 16D/ Kniprodestr.;-;-;-;4174;gewidmet;3061429;Greifswalder Straße;0
00008100:0016ce7c;70144;Pankow;Stadtrandsiedlung Malchow;Grünanlage;Lindenberger Weg II;-;-;-;11573;gewidmet;3030716;Märchenland;1
00008100:0014bbfb;215400;Mitte;Hansaviertel;Grünanlage;Klopstockstr. 3 bis Altonaer Str.;Grünzug parallel Stadtbahntrasse;-;-;9661;gewidmet;1022207;Hansaviertel;1
00008100:0014bed7;162300;Mitte;Mitte;Grünanlage;Spreeuferpromenade am Marie-Elisabeth-Lüders-Haus;"Spreeplatz Ostufer in Flucht ""Band des Bundes""";-;-;905;gewidmet;1011301;Charitéviertel;0
00008100:0014bd37;131110;Mitte;Mitte;Grünanlage;Invalidenpark;-;-;-;20233.5;gewidmet;1011301;Charitéviertel;1
00008100:0014bed8;210100;Mitte;Tiergarten;Grünanlage;Spreeuferpromenade am Paul-Löbe-Haus;Spreeplatz Westufer und Spreetreppe;-;-;3934;gewidmet;1011102;Großer Tiergarten;1
00008100:0024d102;212611;Mitte;Tiergarten;Grünanlage;Großer Tiergarten - Venusbecken;Venusbecken ohne Bassin;-;-;4891;gewidmet;1011102;Großer Tiergarten;1
00008100:00273864;214330;Mitte;Moabit;Grünanlage;Essener Park;Pachtfläche Kita;-;-;400.5;gewidmet;1022106;Elberfelder Str.;0
00008100:0014bda4;341210;Mitte;Gesundbrunnen;Grünanlage;Exerzierstr. 32a;Hinter Kita Exerzierstr. 30-33;-;-;2990.8;gewidmet;1044201;Reinickendorfer Str.;0
00008100:0014bbf9;215600;Mitte;Hansaviertel;Grünanlage;Altonaer Str. 3 - 9;-;-;-;3038.4;gewidmet;1022207;Hansaviertel;1
00008100:0014bc1a;213200;Mitte;Moabit;Grünanlage;Spreeuferpromenadec Kaiserin-Augusta-Allee 114-120;-;-;-;3890.5;gewidmet;1022101;Huttenkiez;1
00008100:0014bbfe;214800;Mitte;Hansaviertel;Grünanlage;Lessingstr. an der Stadtbahntrasse;zw. Altonaer Str. und Tankstelle;-;-;3558.6;gewidmet;1022207;Hansaviertel;1
